blockNum,rt,response,subj_idx,conflict,ics,starting_trial
4,0.90649,1,P12,1,1,0
4,0.88754,1,P12,1,1,0
4,0.67029,1,P12,0,1,0
4,0.63885,1,P12,0,1,0
4,0.93598,1,P12,0,1,0
4,1.053,1,P12,1,1,0
4,0.89009,1,P12,1,1,0
4,0.65511,1,P12,0,1,0
4,0.85783,1,P12,1,1,0
4,1.0489,1,P12,1,1,0
4,0.75401,1,P12,0,1,0
4,0.71096,1,P12,0,1,0
4,1.0356,1,P12,1,1,0
4,0.99251,1,P12,1,1,0
4,0.69783,1,P12,0,1,0
4,1.0965,1,P12,1,1,0
4,1.1579,1,P12,1,1,0
4,0.76516,1,P12,0,1,0
4,0.59999,1,P12,0,1,0
4,0.67136,1,P12,0,1,0
4,1.1268,1,P12,1,1,0
4,0.97142,1,P12,1,1,0
4,0.58081,1,P12,0,1,0
4,0.91386,1,P12,1,1,0
5,0.85429,1,P12,1,1,1
5,0.60137,1,P12,0,1,0
5,0.75004,1,P12,0,1,0
5,0.74342,1,P12,0,1,0
5,0.84646,1,P12,1,1,0
5,0.78323,1,P12,1,1,0
5,0.79839,1,P12,1,1,0
5,0.72317,1,P12,0,1,0
5,0.66586,1,P12,0,1,0
5,0.60848,1,P12,0,1,0
5,0.91741,1,P12,1,1,0
5,0.95673,1,P12,1,1,0
5,0.66597,1,P12,0,1,0
5,0.66073,1,P12,0,1,0
5,0.89377,1,P12,1,1,0
5,1.0124,1,P12,1,1,0
5,0.53732,1,P12,0,1,0
5,0.96008,1,P12,1,1,0
5,0.45884,1,P12,0,1,0
5,0.69944,1,P12,0,1,0
5,0.85842,1,P12,1,1,0
5,0.78148,1,P12,1,1,0
5,0.81073,1,P12,1,1,0
5,0.93028,1,P12,0,1,0
5,0.57538,1,P12,0,1,0
5,0.9325,1,P12,1,1,0
5,1.2589,1,P12,1,1,0
5,1.1602,1,P12,1,1,0
5,0.72883,1,P12,0,1,0
5,0.62426,1,P12,0,1,0
5,0.82946,1,P12,1,1,0
5,0.88475,1,P12,1,1,0
6,0.60596,1,P12,0,1,1
6,0.67314,1,P12,0,1,0
6,1.0957,1,P12,1,1,0
6,1.0627,1,P12,1,1,0
6,0.60369,1,P12,0,1,0
6,0.8021,1,P12,1,1,0
6,0.70707,1,P12,0,1,0
6,0.66206,1,P12,0,1,0
6,0.94487,1,P12,1,1,0
6,0.79994,1,P12,1,1,0
6,0.64887,1,P12,0,1,0
6,0.66588,1,P12,0,1,0
6,0.78438,1,P12,1,1,0
6,0.56684,1,P12,0,1,0
6,0.74783,1,P12,0,1,0
6,0.78718,1,P12,0,1,0
6,0.86603,1,P12,1,1,0
6,0.989,1,P12,1,1,0
6,0.70753,1,P12,0,1,0
6,0.92301,1,P12,0,1,0
6,0.8941,1,P12,0,1,0
6,0.87526,1,P12,1,1,0
6,0.61398,1,P12,0,1,0
6,1.1472,1,P12,1,1,0
6,0.71564,1,P12,0,1,0
6,0.82665,1,P12,1,1,0
6,0.9158,1,P12,1,1,0
6,1.1785,1,P12,1,1,0
6,0.63937,1,P12,0,1,0
6,0.69053,1,P12,1,1,0
6,1.3892,1,P12,1,1,0
6,0.93177,1,P12,1,1,0
9,0.7917,1,P12,1,1,1
9,0.74282,1,P12,0,1,0
9,0.61383,1,P12,0,1,0
9,0.91477,1,P12,1,1,0
9,0.69763,1,P12,0,1,0
9,0.97696,1,P12,1,1,0
9,0.57181,1,P12,1,1,0
9,0.72905,1,P12,1,1,0
9,0.64617,1,P12,0,1,0
9,0.59128,1,P12,0,1,0
9,0.9666,1,P12,0,1,0
9,0.99586,1,P12,1,1,0
9,0.76071,1,P12,1,1,0
9,0.85732,1,P12,0,1,0
9,0.58616,1,P12,0,1,0
9,0.64933,1,P12,0,1,0
9,1.0405,1,P12,1,1,0
9,0.9915,1,P12,1,1,0
9,0.90461,1,P12,0,1,0
9,0.70373,1,P12,0,1,0
9,0.83076,1,P12,1,1,0
9,0.76774,1,P12,0,1,0
9,0.79425,1,P12,0,1,0
9,0.75732,1,P12,1,1,0
9,0.68459,1,P12,0,1,0
9,1.2275,1,P12,0,1,0
9,0.64468,1,P12,0,1,0
9,0.74955,1,P12,1,1,0
9,0.67461,1,P12,0,1,0
9,0.89917,1,P12,1,1,0
9,1.2579,1,P12,1,1,0
9,0.77114,1,P12,0,1,0
1,1.1707,1,P13,1,0,1
1,1.0694,1,P13,1,0,0
1,0.86639,1,P13,1,0,0
1,0.72967,1,P13,0,0,0
1,0.74881,0,P13,1,0,0
1,1.4819,1,P13,1,0,0
1,0.92271,1,P13,0,0,0
1,0.74572,1,P13,1,0,0
1,0.94682,1,P13,1,0,0
1,0.81592,1,P13,1,0,0
1,0.83856,1,P13,0,0,0
1,0.88727,1,P13,0,0,0
1,0.81651,1,P13,0,0,0
1,1.0292,1,P13,1,0,0
1,0.94657,1,P13,1,0,0
1,1.0314,1,P13,0,0,0
1,1.2023,1,P13,1,0,0
1,1.0412,1,P13,1,0,0
1,0.77828,1,P13,0,0,0
1,0.9754,1,P13,0,0,0
1,0.86801,1,P13,1,0,0
1,0.96896,1,P13,1,0,0
1,0.72196,1,P13,0,0,0
1,1.1849,0,P13,1,0,0
1,1.1501,1,P13,1,0,0
1,0.69375,1,P13,0,0,0
1,0.75239,1,P13,0,0,0
1,0.95172,1,P13,0,0,0
1,1.135,1,P13,1,0,0
1,0.88386,1,P13,1,0,0
1,0.90886,1,P13,0,0,0
1,1.1461,1,P13,1,0,0
1,0.81756,1,P13,0,0,0
1,1.0264,1,P13,1,0,0
1,0.88307,1,P13,0,0,0
1,0.62598,1,P13,0,0,0
1,1.009,1,P13,1,0,0
1,0.81784,1,P13,1,0,0
1,0.9271,1,P13,0,0,0
1,0.76014,1,P13,0,0,0
1,0.74497,1,P13,0,0,0
1,0.892,1,P13,1,0,0
1,0.997,1,P13,1,0,0
1,1.1702,1,P13,1,0,0
1,0.71543,1,P13,0,0,0
1,0.92992,1,P13,0,0,0
1,1.1293,1,P13,1,0,0
1,0.90834,1,P13,1,0,0
1,0.80968,1,P13,0,0,0
1,1.047,1,P13,0,0,0
1,0.86243,1,P13,0,0,0
1,1.0457,1,P13,1,0,0
1,0.74639,1,P13,0,0,0
1,0.70919,1,P13,0,0,0
1,0.7303,1,P13,0,0,0
1,1.1132,1,P13,1,0,0
1,1.1163,1,P13,1,0,0
1,0.81968,1,P13,0,0,0
1,0.91884,1,P13,1,0,0
1,0.75182,1,P13,0,0,0
1,0.81302,1,P13,0,0,0
1,0.78605,1,P13,0,0,0
1,0.89274,1,P13,1,0,0
1,0.81173,1,P13,1,0,0
3,1.3404,1,P13,1,1,1
3,1.117,1,P13,0,1,0
3,0.68403,1,P13,0,1,0
3,0.875,1,P13,1,1,0
3,0.79573,1,P13,1,1,0
3,0.87291,1,P13,0,1,0
3,0.72219,1,P13,0,1,0
3,1.1867,1,P13,0,1,0
3,1.0138,1,P13,1,1,0
3,1.279,1,P13,1,1,0
3,1.2122,1,P13,1,1,0
3,0.90126,1,P13,0,1,0
3,0.81198,1,P13,0,1,0
3,1.2673,1,P13,1,1,0
3,1.5106,1,P13,1,1,0
3,1.2358,1,P13,0,1,0
3,0.80105,1,P13,0,1,0
3,0.92038,1,P13,0,1,0
3,1.1195,1,P13,1,1,0
3,0.98037,1,P13,0,1,0
3,0.81529,1,P13,0,1,0
3,0.8521,1,P13,0,1,0
3,0.99529,1,P13,1,1,0
3,1.3343,1,P13,1,1,0
3,0.97368,1,P13,0,1,0
3,1.0888,1,P13,1,1,0
3,0.77795,1,P13,0,1,0
3,0.83928,1,P13,0,1,0
3,0.87603,1,P13,0,1,0
3,1.0788,1,P13,1,1,0
3,0.83772,1,P13,1,1,0
4,1.1854,1,P13,1,1,1
4,0.80611,1,P13,1,1,0
4,0.82941,1,P13,0,1,0
4,0.72048,1,P13,1,1,0
4,1.0538,1,P13,1,1,0
4,0.95853,1,P13,0,1,0
4,1.1335,1,P13,1,1,0
4,1.0146,1,P13,1,1,0
4,1.4439,1,P13,1,1,0
